x,y,name,ddem,green,lateral,longitudinal,rgb,tri,vari,wa,class
758689.866334339,5346318.7479866715,kb13_1,2.928123950958252,153.0,0.05862567201256752,0.9982815980911255,146.0,0.04372240975499153,923.3861083984375,2.989180326461792,1.0
758689.9359443326,5346318.7479866715,kb13_1,2.8258843421936035,125.0,0.05854029953479767,0.9982866048812866,111.0,0.04372240975499153,913.3712768554688,2.954122543334961,1.0
758690.0055543262,5346318.7479866715,kb13_1,2.8258843421936035,116.0,0.05845492333173752,0.9982916116714478,97.0,0.04372240975499153,828.3499145507812,2.9153213500976562,1.0
758690.0751643198,5346318.7479866715,kb13_1,2.8954527378082275,121.0,0.058369725942611694,0.9982965588569641,95.0,0.04372240975499153,822.399658203125,2.877681016921997,1.0
758690.1447743134,5346318.7479866715,kb13_1,2.8912353515625,144.0,0.058284349739551544,0.9983015656471252,119.0,0.04372240975499153,683.1847534179688,2.841247797012329,1.0
758689.7967243454,5346318.678376658,kb13_1,2.9359652996063232,128.0,0.05889049917459488,0.9982659816741943,125.0,0.04372240975499153,862.6985473632812,3.082552194595337,1.0
758689.866334339,5346318.678376658,kb13_1,2.908737897872925,144.0,0.058805301785469055,0.9982710480690002,140.0,0.04372240975499153,860.0587158203125,3.0509514808654785,1.0
758689.9359443326,5346318.678376658,kb13_1,2.9805092811584473,123.0,0.058719929307699203,0.9982760548591614,114.0,0.04372240975499153,929.4710083007812,3.011789083480835,1.0
758690.0055543262,5346318.678376658,kb13_1,2.9805092811584473,108.0,0.05863455682992935,0.9982810616493225,89.0,0.04372240975499153,819.7033081054688,2.973740577697754,1.0
758690.0751643198,5346318.678376658,kb13_1,2.9380781650543213,112.0,0.05854935944080353,0.9982860684394836,91.0,0.04372240975499153,741.0328979492188,2.9368488788604736,1.0
758690.1447743134,5346318.678376658,kb13_1,2.921867609024048,116.0,0.05846398323774338,0.9982910752296448,93.0,0.04372240975499153,749.554443359375,2.884408712387085,1.0
