x,y,name,ddem,green,lateral,longitudinal,rgb,tri,vari,wa,class
753504.1301356173,5343125.110830325,kb05_1,2.4205515384674072,141.0,-0.6470747590065002,0.762409508228302,126.0,0.05525323748588562,149.26988220214844,1.8058395385742188,3.0
753504.1997456237,5343125.110830325,kb05_1,2.424888849258423,153.0,-0.645789384841919,0.7634986042976379,137.0,0.05525323748588562,149.79762268066406,1.8390746116638184,3.0
753504.2693556298,5343125.110830325,kb05_1,2.4281883239746094,156.0,-0.6445022821426392,0.7645854353904724,141.0,0.05525323748588562,145.994140625,1.874306559562683,3.0
753504.3389656357,5343125.110830325,kb05_1,2.356506109237671,151.0,-0.6432132124900818,0.7656701803207397,138.0,0.05525323748588562,138.46388244628906,1.911425232887268,3.0
753504.4085756419,5343125.110830325,kb05_1,2.3418004512786865,144.0,-0.6419222950935364,0.7667527794837952,134.0,0.05525323748588562,135.1908416748047,1.9503226280212402,3.0
753504.0605256113,5343125.04122033,kb05_1,2.4022011756896973,161.0,-0.6498868465423584,0.7600138783454895,147.0,0.05525323748588562,120.69367980957031,1.837756633758545,3.0
753504.1301356173,5343125.04122033,kb05_1,2.380506992340088,155.0,-0.648605465888977,0.7611077427864075,141.0,0.05525323748588562,114.28514099121094,1.8678323030471802,3.0
753504.1997456237,5343125.04122033,kb05_1,2.3728201389312744,150.0,-0.6473223567008972,0.7621992826461792,135.0,0.05525323748588562,139.48614501953125,1.8999831676483154,3.0
753504.2693556298,5343125.04122033,kb05_1,2.363119125366211,149.0,-0.6460373401641846,0.7632887959480286,134.0,0.05525323748588562,137.61111450195312,1.9341059923171997,3.0
753504.3389656357,5343125.04122033,kb05_1,2.3594303131103516,153.0,-0.6447504162788391,0.764376163482666,137.0,0.05525323748588562,134.84820556640625,1.9700982570648193,3.0
753504.4085756419,5343125.04122033,kb05_1,2.358731985092163,137.0,-0.6434618830680847,0.7654612064361572,123.0,0.05525323748588562,146.99508666992188,2.007859468460083,3.0
753504.4781856481,5343125.04122033,kb05_1,2.437352418899536,124.0,-0.642171323299408,0.7665442228317261,113.0,0.05525323748588562,124.22926330566406,2.0472915172576904,3.0
753504.5477956544,5343125.04122033,kb05_1,2.437352418899536,132.0,-0.6408789753913879,0.767625093460083,121.0,0.05525323748588562,127.06748962402344,2.0859782695770264,3.0
753504.0605256113,5343124.971610335,kb05_1,2.468113660812378,139.0,-0.6514127254486084,0.7587064504623413,127.0,0.05525323748588562,118.16136932373047,1.8999831676483154,3.0
753504.1301356173,5343124.971610335,kb05_1,2.3894429206848145,141.0,-0.6501336693763733,0.7598027586936951,127.0,0.05525323748588562,139.1104736328125,1.9303443431854248,3.0
753504.1997456237,5343124.971610335,kb05_1,2.362743616104126,153.0,-0.6488526463508606,0.7608969807624817,136.0,0.05525323748588562,132.36837768554688,1.9614709615707397,3.0
753504.2693556298,5343124.971610335,kb05_1,2.3910372257232666,158.0,-0.6475697755813599,0.7619891166687012,142.0,0.05525323748588562,140.34982299804688,1.994542121887207,3.0
753504.3389656357,5343124.971610335,kb05_1,2.399372100830078,151.0,-0.6462852358818054,0.7630789279937744,135.0,0.05525323748588562,135.7532501220703,2.0294628143310547,3.0
753504.4085756419,5343124.971610335,kb05_1,2.3986737728118896,146.0,-0.6449986696243286,0.7641667127609253,131.0,0.05525323748588562,158.43341064453125,2.0661392211914062,3.0
753504.4781856481,5343124.971610335,kb05_1,2.387298107147217,135.0,-0.6437103152275085,0.7652522921562195,122.0,0.05525323748588562,162.95703125,2.1044797897338867,3.0
753504.5477956544,5343124.971610335,kb05_1,2.387298107147217,117.0,-0.6424202919006348,0.7663356065750122,105.0,0.05525323748588562,125.06697082519531,2.144394874572754,3.0
753504.6174056605,5343124.971610335,kb05_1,2.4686005115509033,120.0,-0.6411282420158386,0.7674168944358826,109.0,0.05525323748588562,109.63531494140625,2.179137706756592,3.0
753503.8516955926,5343124.90200034,kb05_1,2.4144506454467773,132.0,-0.6385388970375061,0.7695727348327637,117.0,0.05525323748588562,147.06475830078125,1.8678323030471802,3.0
753504.1301356173,5343124.90200034,kb05_1,2.391359806060791,122.0,-0.6516591310501099,0.7584947943687439,111.0,0.05525323748588562,156.3828125,1.9933271408081055,3.0
753504.1997456237,5343124.90200034,kb05_1,2.3846802711486816,135.0,-0.6503803133964539,0.7595916390419006,120.0,0.05525323748588562,206.828369140625,2.023484945297241,3.0
753504.2693556298,5343124.90200034,kb05_1,2.411997079849243,147.0,-0.6490997672080994,0.7606862187385559,130.0,0.05525323748588562,172.9524688720703,2.055558681488037,3.0
753504.3389656357,5343124.90200034,kb05_1,2.4402904510498047,155.0,-0.6478172540664673,0.761778712272644,138.0,0.05525323748588562,157.49928283691406,2.0894598960876465,3.0
753504.4085756419,5343124.90200034,kb05_1,2.437608480453491,150.0,-0.6465328931808472,0.7628690600395203,134.0,0.05525323748588562,150.3293914794922,2.125101089477539,3.0
753504.4781856481,5343124.90200034,kb05_1,2.3912291526794434,139.0,-0.6452468633651733,0.763957142829895,124.0,0.05525323748588562,181.2965850830078,2.1623964309692383,3.0
753504.5477956544,5343124.90200034,kb05_1,2.3912291526794434,129.0,-0.6439588665962219,0.7650431990623474,115.0,0.05525323748588562,182.7960968017578,2.201261520385742,3.0
