0,1,2,3,4
0.9736842105263158,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.9819819819819819,1.0,1.0,1.0,1.0
1.0,0.7455621301775148,1.0,0.8545454545454545,1.0
1.0,0.8089887640449438,1.0,0.7864077669902912,1.0
0.9574468085106383,1.0,1.0,1.0,1.0
0.5203252032520326,1.0,1.0,1.0,0.9988925802879292
0.7015384615384616,1.0,1.0,1.0,0.9989212513484358
1.0,1.0,0.7426900584795322,0.8221153846153846,1.0
0.9873949579831933,1.0,1.0,1.0,1.0
0.9873949579831933,1.0,1.0,1.0,1.0
1.0,0.7512953367875648,1.0,0.7981220657276995,1.0
0.8036363636363636,1.0,0.9923076923076923,1.0,1.0
1.0,1.0,1.0,0.9090909090909091,1.0
0.9909502262443439,1.0,1.0,0.9948453608247423,1.0
0.8397212543554007,1.0,1.0,1.0,1.0
1.0,0.6205128205128205,0.7251461988304093,0.8073394495412844,1.0
1.0,1.0,1.0,0.9719101123595506,1.0
0.982532751091703,1.0,1.0,0.9947368421052631,1.0
0.5086580086580087,1.0,1.0,1.0,1.0
0.8127090301003345,1.0,1.0,1.0,1.0
1.0,0.7945945945945946,0.9919354838709677,0.9744897959183674,1.0
0.6746666666666666,1.0,1.0,1.0,1.0
0.9383886255924171,1.0,1.0,1.0,1.0
0.6666666666666666,1.0,1.0,1.0,1.0
0.7740863787375415,1.0,1.0,1.0,1.0
0.775974025974026,1.0,1.0,1.0,1.0
0.7223719676549866,1.0,1.0,1.0,1.0
0.8067796610169492,1.0,1.0,1.0,1.0
1.0,0.7282608695652174,1.0,0.7772511848341233,1.0
0.8054607508532423,1.0,1.0,1.0,1.0
0.9721115537848606,1.0,1.0,1.0,1.0
0.9957627118644068,1.0,1.0,0.9183673469387755,1.0
0.9356223175965666,1.0,1.0,1.0,1.0
0.9722222222222222,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,0.7121212121212122,1.0,0.7990430622009569,1.0
0.9940828402366864,0.7445652173913043,1.0,0.9203980099502488,1.0
0.6816901408450704,1.0,1.0,1.0,1.0
0.684375,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.8899521531100478,1.0
0.8906882591093117,1.0,1.0,1.0,1.0
1.0,0.7419354838709677,1.0,0.7649769585253456,1.0
0.9094202898550725,1.0,1.0,1.0,1.0
0.8458781362007168,1.0,1.0,0.9835164835164835,1.0
0.9917695473251029,1.0,1.0,1.0,1.0
0.8526315789473684,1.0,1.0,1.0,1.0
1.0,0.6280193236714976,0.8152866242038217,0.7797356828193832,1.0
0.7329192546583851,1.0,1.0,1.0,1.0
0.9655172413793104,1.0,1.0,1.0,1.0
0.9956331877729258,1.0,1.0,1.0,1.0
0.6628571428571428,1.0,1.0,1.0,1.0
1.0,0.9347826086956522,1.0,0.9581151832460733,1.0
0.5626423690205011,1.0,1.0,1.0,0.9967248908296943
1.0,1.0,1.0,1.0,1.0
1.0,0.7413793103448276,1.0,0.845771144278607,1.0
0.6894586894586895,1.0,1.0,1.0,1.0
0.6923076923076923,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.96875,1.0
0.665680473372781,1.0,1.0,1.0,1.0
0.7194719471947195,1.0,1.0,1.0,1.0
0.828,1.0,0.9929078014184397,0.9844559585492227,1.0
0.9953917050691244,1.0,1.0,1.0,1.0
0.9895833333333334,0.8707865168539326,1.0,0.7980295566502463,1.0
0.7299703264094956,1.0,1.0,1.0,0.9978331527627302
0.852233676975945,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9090909090909091,1.0
0.9956896551724138,1.0,1.0,1.0,1.0
0.9877551020408163,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.9679144385026738,1.0
0.8035714285714286,1.0,1.0,1.0,1.0
0.6675257731958762,1.0,1.0,1.0,1.0
1.0,0.967741935483871,1.0,0.9689119170984456,1.0
0.9814814814814815,1.0,1.0,0.9351351351351351,1.0
0.8021201413427562,1.0,1.0,1.0,1.0
1.0,1.0,1.0,0.8260869565217391,1.0
1.0,0.7666666666666667,1.0,1.0,1.0
0.7430340557275542,1.0,1.0,1.0,1.0
0.773972602739726,1.0,1.0,1.0,1.0
1.0,0.7659574468085106,1.0,0.9104477611940298,1.0
1.0,0.6701570680628273,1.0,0.7857142857142857,1.0
1.0,0.8484848484848485,0.9485294117647058,0.8484848484848485,1.0
1.0,0.7012195121951219,0.8439306358381503,0.7813953488372093,1.0
1.0,0.8372093023255814,1.0,0.8693467336683417,1.0
0.9469026548672567,0.9617834394904459,1.0,1.0,1.0
1.0,0.8811188811188811,1.0,0.9949238578680203,1.0
0.8566176470588235,1.0,1.0,1.0,1.0
0.813953488372093,1.0,0.9927007299270073,1.0,1.0
1.0,0.9562043795620438,1.0,0.8714285714285714,1.0
0.7269736842105263,1.0,1.0,1.0,0.9978494623655914
0.8777777777777778,1.0,1.0,1.0,1.0
0.9407114624505929,1.0,1.0,1.0,1.0
0.9868995633187773,1.0,1.0,0.9948453608247423,1.0
0.6693548387096774,1.0,1.0,1.0,1.0
1.0,0.6775956284153005,1.0,0.7692307692307693,1.0
1.0,0.8543046357615894,1.0,0.875,1.0
0.6627906976744186,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.8504983388704319,1.0,1.0,1.0,1.0
0.8213058419243986,1.0,1.0,1.0,1.0
