0,1,2,3,4
0.8778625954198473,1.0,1.0,1.0,1.0
0.6338797814207651,1.0,1.0,1.0,1.0
1.0,1.0,0.9924242424242424,0.9772727272727273,1.0
1.0,0.891156462585034,0.9923076923076923,1.0,1.0
1.0,0.9568965517241379,1.0,1.0,1.0
1.0,0.7125748502994012,0.9848484848484849,0.9509803921568627,1.0
0.9212598425196851,1.0,1.0,1.0,1.0
0.8062283737024222,1.0,1.0,1.0,1.0
0.8333333333333334,1.0,1.0,1.0,1.0
1.0,0.9865771812080537,1.0,1.0,1.0
0.6376404494382022,1.0,1.0,1.0,1.0
0.8297101449275363,1.0,1.0,1.0,1.0
1.0,0.7458563535911602,0.96875,0.9639175257731959,1.0
0.7635782747603834,1.0,0.9922480620155039,1.0,0.9978471474703983
0.49676025917926564,1.0,1.0,1.0,1.0
0.717391304347826,1.0,1.0,1.0,0.997828447339848
1.0,0.798941798941799,1.0,0.8653846153846154,1.0
0.7626582278481012,1.0,1.0,1.0,1.0
1.0,0.7611111111111111,0.993103448275862,0.8,1.0
1.0,1.0,1.0,1.0,1.0
1.0,0.7640449438202247,0.9924242424242424,0.9536082474226805,1.0
0.7417417417417418,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.8566176470588235,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.7847533632286996,1.0,0.7111111111111111,1.0,1.0
0.5113122171945701,1.0,1.0,1.0,1.0
1.0,0.7857142857142857,1.0,0.8986175115207373,1.0
0.7068403908794788,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,0.7061855670103093,0.9612403100775194,0.7772511848341233,1.0
1.0,0.7679558011049724,1.0,0.8625592417061612,1.0
1.0,1.0,1.0,0.9358288770053476,1.0
0.7345132743362832,1.0,1.0,1.0,1.0
0.9236947791164659,1.0,1.0,1.0,1.0
0.9550561797752809,1.0,1.0,1.0,1.0
1.0,0.9171597633136095,1.0,0.9540229885057471,1.0
0.6927374301675978,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
0.9074074074074074,0.7572254335260116,1.0,0.8401826484018264,1.0
0.7918088737201365,1.0,1.0,1.0,1.0
0.9227642276422764,1.0,1.0,0.9887005649717514,1.0
1.0,0.7455621301775148,1.0,0.8504672897196262,1.0
1.0,0.8689655172413793,0.9785714285714285,0.9242424242424242,1.0
0.9391304347826087,1.0,1.0,1.0,1.0
1.0,0.73224043715847,1.0,0.9597989949748744,1.0
1.0,0.8939393939393939,1.0,0.967391304347826,1.0
1.0,0.8888888888888888,0.7823529411764706,0.8701923076923077,1.0
1.0,1.0,1.0,0.9831460674157303,1.0
