0,1,2,3
1.0,0.4981684981684982,0.0,1.0
0.0,0.4981684981684982,0.4876325088339223,0.8054363376251789
0.8588957055214724,0.7962962962962963,0.388646288209607,1.0
0.0,0.3341288782816229,1.0,1.0
0.35194174757281554,0.0,1.0,1.0
1.0,0.0,0.45425867507886436,0.668997668997669
0.0,1.0,0.5925925925925926,0.9325657894736842
0.3403755868544601,0.0,1.0,1.0
0.0,1.0,0.5070422535211268,1.0
0.0,0.610738255033557,0.0,1.0
0.3493975903614458,0.0,1.0,1.0
0.660377358490566,1.0,1.0,1.0
0.4865771812080537,0.0,1.0,0.8084507042253521
0.6768149882903981,1.0,0.0,1.0
0.41125541125541126,0.0,0.0,1.0
0.0,1.0,0.0,0.801994301994302
0.5054151624548736,0.0,1.0,1.0
0.0,0.0,0.0,0.6710369487485102
0.0,0.5127272727272727,0.0,1.0
0.41051136363636365,0.0,0.0,1.0
0.0,0.0,0.5070422535211268,1.0
0.2138728323699422,0.0,0.0,1.0
0.8860759493670886,1.0,0.5036231884057971,1.0
0.0,1.0,0.49640287769784175,0.8008534850640113
1.0,0.0,0.5124555160142349,0.8008534850640113
0.0,1.0,0.5070422535211268,0.6752941176470588
0.0,0.5151515151515151,1.0,0.803921568627451
0.0,0.25044404973357015,0.0,1.0
1.0,0.9133333333333333,1.0,1.0
0.0,0.5,0.0,1.0
0.0,0.24593128390596744,0.0,1.0
0.20618556701030927,1.0,0.0,1.0
0.49640287769784175,0.0,0.4981949458483754,0.8050490883590463
1.0,0.0,0.3309178743961353,1.0
0.498220640569395,0.0,0.6682808716707022,1.0
0.0,0.0,0.3357664233576642,1.0
0.0,0.4981684981684982,0.51985559566787,0.8008534850640113
0.38461538461538464,1.0,1.0,1.0
1.0,0.0,0.3269689737470167,1.0
0.0,0.33573141486810554,1.0,1.0
1.0,0.45484949832775917,0.0,0.6721311475409836
0.0,1.0,0.4876325088339223,0.8903680501174628
0.0,0.32929782082324455,0.0,1.0
0.0,1.0,0.6831683168316832,0.5803842264914054
0.0,1.0,0.49458483754512633,0.6710369487485102
0.26032315978456017,0.0,1.0,1.0
0.5017921146953405,1.0,1.0,1.0
1.0,1.0,1.0,1.0
0.498220640569395,0.0,0.0,0.6697782963827305
0.0,0.33653846153846156,0.0,1.0
