0,1,2,3
0.8909026922400141,0.6412738058070558,0.4401840490797546,0.0
0.5639545708434184,0.7288786482334869,0.6886792452830188,0.125193199381762
0.7049621530698066,0.587938596491228,0.6947496947496947,0.9897084048027445
0.7898796087283672,0.9022200049887753,0.7411764705882353,1.0
0.528738690792975,0.3795715213157325,0.61313568046119,0.0
0.512894619831036,0.84375,0.9730639730639731,0.4821600771456123
0.7752267573696145,0.8103870651641353,0.7070457354758962,1.0
0.8252885624344176,0.44594594594594594,0.4715,0.0
0.6473648495815426,0.5917594127397585,0.39351005484460694,0.0
0.6876487701666226,0.9423705086327578,0.7665165165165165,0.6579778830963665
