0,1,2
0.5117763257863547,0.4948875255623722,0.6706725213773977
1.0,0.8956714761376249,0.5318318318318318
0.8953687821612349,0.7234087996582657,0.533731853116994
0.6148725442441955,0.880847308031774,0.6532744073925271
0.8207744029677718,0.8304118569189112,1.0
0.6569078488777359,0.564908256880734,0.26912181303116145
0.8725901089689857,0.7385750269881253,0.623254303345242
0.8573081372927112,0.44097094520044133,1.0
0.978894472361809,0.7621951219512195,1.0
0.7820095693779904,0.9770812268284462,0.9640848117697967
0.8463553033609778,0.6263509218054673,0.5815899581589958
0.8158956845700093,0.979291778836198,1.0
0.8123370981754996,0.6469517743403094,0.9834710743801653
0.7942834921252188,0.9991570665917393,0.9997828918801563
0.8777495769881557,0.46347257968719063,0.9580904801554261
0.7566765578635015,0.524282982791587,1.0
0.4247619047619048,0.4085986215950115,0.6371280724450195
0.6461655277145026,0.9437931034482758,0.7538637664567831
0.3841023792357606,0.6710813564255567,1.0
0.8432780391185937,0.9079076277116865,1.0
0.7847257816504357,0.8132836326668926,0.5321765868658027
0.8741246797608881,0.8177166613367445,1.0
0.7821461609620721,0.8963514249410056,0.998274374460742
0.7876034178760342,0.8296349319971367,0.46457889936150804
0.8347050754458162,0.8351177730192719,1.0
