0,1,2
0.9980741454020221,0.3245664739884393,0.12125079770261646
0.9956395348837209,0.33741899126514513,0.12566137566137567
0.9990248659190639,0.3303380402225075,0.12295081967213115
0.9990937924784775,0.34354675531146117,0.12467191601049869
0.9982248520710059,0.2712084113495607,0.1125370187561698
0.9974186886938565,0.3203038674033149,0.126078301260783
0.9163465642338882,0.3104784617677746,0.12268618166164443
0.9639344262295082,0.33620324629498943,0.1272889682894149
0.9138817480719794,0.31464360274381153,0.12237011592958351
0.9602739726027397,0.3200704742328586,0.12135405578028528
0.9303439268611232,0.3302339096324277,0.12616201859229748
0.9986251145737856,0.3285315302072615,0.12094207511139402
0.9995363931386184,0.3448962183679272,0.12646993565564676
0.9708029197080292,0.35022476501838984,0.15183803942461374
0.997904662126768,0.3371077762619372,0.12783135232114823
0.9965686274509804,0.31096849474912486,0.11870054144106622
0.9990108803165183,0.3441621546577815,0.12743125419181758
0.970230607966457,0.3579207201974735,0.1287844554902847
0.965828191741813,0.35555246312273864,0.12939841089670828
0.9956204379562044,0.29412555451001476,0.13558515699333967
0.9633981021238138,0.34345594525235246,0.12748825766047864
0.9967182372245663,0.34385617214043035,0.12663852477227283
0.999104744852283,0.3209691893508824,0.11929677689409796
0.9610914603335018,0.33031613077546607,0.1320361362056984
1.0,0.28960726689821,0.13532763532763534
0.9659400544959128,0.33410204669933696,0.12505484861781482
0.9994617868675996,0.32055499928479475,0.11755001031140441
0.9958904109589041,0.3609211444521982,0.13124568270780568
0.998997995991984,0.3317894736842105,0.12453572208870439
0.9990224828934506,0.321546170365068,0.12213413327619456
0.9995414947271893,0.2954201622885435,0.1342439943476213
0.9509536784741145,0.30797933409873707,0.11644535240040858
0.9890210430009149,0.32503955127283185,0.1250274182934854
0.9990167158308751,0.3136575816895046,0.11347800119450528
0.9978339350180505,0.35465207193119624,0.1257445400397088
0.9865275966970882,0.35272099049812844,0.12806110986295213
0.9966824644549763,0.32822219007666714,0.12192513368983957
0.9893522626441881,0.3291545189504373,0.1243455497382199
0.9611780455153949,0.33952843273231625,0.1342123852130916
0.9613313754282917,0.3403256969362407,0.12928101610342482
0.9947965941343425,0.3187555033754036,0.11949685534591195
0.9992412746585736,0.34988927554571336,0.12025316455696203
0.9242808798646363,0.33831560793331417,0.13025594149908593
0.9955401387512388,0.3282864015848309,0.1235638413180143
0.9937015503875969,0.32135185450379494,0.12255428940012901
0.9985869053226566,0.33504933504933504,0.12439982540375381
1.0,0.3016639828234031,0.14087988136431043
0.9991142604074402,0.3295116140559857,0.12066045723962743
0.9986187845303868,0.3180801907884931,0.11833091135561553
0.996401028277635,0.3331946755407654,0.12552301255230125
