0,1,2,3
1.0,0.5166051660516605,0.47058823529411764,1.0
0.3357664233576642,0.0,0.0,0.7918994413407822
0.0,0.0,0.55625,1.0
0.96875,0.8303571428571429,1.0,1.0
0.027777777777777776,0.0,0.24818840579710144,1.0
1.0,0.0,0.25263157894736843,1.0
0.0,0.0,0.3939393939393939,1.0
0.0,0.0,0.25760286225402507,1.0
0.16242424242424242,0.0,0.0,0.8076379066478077
0.23183391003460208,0.0,1.0,0.66548463356974
0.0,0.0,0.30019120458891013,1.0
0.08800880088008801,0.0,0.0,0.9073783359497645
0.326226012793177,0.0,0.5135135135135135,0.7042944785276074
1.0,0.7216494845360825,0.5427435387673957,1.0
1.0,1.0,0.7527675276752768,1.0
0.0,1.0,0.3988355167394469,1.0
0.0,0.0,0.6618357487922706,1.0
0.5225563909774437,0.0,1.0,0.8882854926299457
0.4005805515239477,0.0,1.0,0.9887737478411054
0.9928825622775801,1.0,1.0,0.9056603773584906
1.0,0.0,0.6800670016750419,1.0
1.0,0.0,0.3918722786647315,1.0
0.5916905444126075,0.0,0.9638989169675091,1.0
0.9795918367346939,0.5054151624548736,1.0,1.0
0.0,0.0,0.48333333333333334,0.943163097199341
0.5029726516052319,0.0,0.0,0.801980198019802
1.0,0.4396887159533074,0.9376443418013857,1.0
0.5555555555555556,0.0,0.574468085106383,1.0
0.3365500603136309,0.0,0.0,0.8031161473087819
0.0,0.0,0.24773960216998192,1.0
0.0,1.0,0.49547920433996384,1.0
0.5374149659863946,0.0,0.667458432304038,0.9029968454258676
0.7088607594936709,0.3753351206434316,0.4506578947368421,1.0
0.3502415458937198,1.0,1.0,0.9201612903225806
0.8089887640449438,0.4349593495934959,0.6596244131455399,1.0
1.0,0.0,0.656934306569343,1.0
0.4025974025974026,0.0,0.0,0.6725978647686833
0.1608643457382953,0.0,0.0,0.8065433854907539
0.18840579710144928,0.0,1.0,0.7983425414364641
0.6108048511576626,0.0,0.0,0.8894080996884736
0.0,1.0,0.42153846153846153,1.0
0.42989214175654855,0.0,1.0,0.6646989374262101
1.0,0.573170731707317,1.0,1.0
0.162227602905569,0.0,0.0,0.801994301994302
0.0,0.5426356589147286,0.7429078014184397,1.0
0.22099447513812154,0.0,0.7550274223034735,1.0
0.41134751773049644,0.0,1.0,0.8163841807909604
0.0,0.0,0.23792486583184258,1.0
0.0,1.0,0.596820809248555,0.9938811188811189
0.0,0.0,0.32304038004750596,1.0
