x,y,name,ddem,fa,lateral,lisd,rgb,tr,tri,velo,wa,class
754932.3881363783,5342889.6901182495,kb07_10,3.6446187496185303,0.46465596556663513,-0.24375875294208527,7.87373685836792,207.0,0.019956350326538086,0.017942748963832855,2.6655788,16.233911514282227,5.0
754932.4577463836,5342889.6901182495,kb07_10,3.6396288871765137,1.2748336791992188,-0.23469902575016022,8.61341381072998,201.0,0.01900959014892578,0.017955034971237183,2.6662884,16.19281768798828,5.0
754932.5273563891,5342889.6901182495,kb07_10,3.641658067703247,0.9082620143890381,-0.23469902575016022,9.59788703918457,199.0,0.028975248336791992,0.01773986779153347,2.666998,16.151920318603516,5.0
754932.5969663947,5342889.6901182495,kb07_10,3.6256818771362305,0.014664829708635807,-0.23469902575016022,10.653157234191895,193.0,0.0529789924621582,0.01729736663401127,2.6677076,16.11121940612793,5.0
754932.6665764,5342889.6901182495,kb07_10,3.6086983680725098,2.662837505340576,-0.23469902575016022,11.737427711486816,193.0,0.06602716445922852,0.01621580310165882,2.6677076,16.070716857910156,5.0
754932.7361864053,5342889.6901182495,kb07_10,3.650705575942993,3.065783977508545,-0.23469902575016022,11.829893112182617,192.0,0.0690300464630127,0.015223568305373192,2.6684173,16.030414581298828,5.0
754932.8057964109,5342889.6901182495,kb07_10,3.6667118072509766,1.2845067977905273,-0.23469902575016022,11.371210098266602,189.0,0.027966737747192383,0.015060876496136189,2.6698365,15.990312576293945,5.0
754932.8754064164,5342889.6901182495,kb07_10,3.65671706199646,0.6665452122688293,-0.23469902575016022,11.101943969726562,191.0,0.034970998764038086,0.014685170724987984,2.6705229,15.950413703918457,5.0
754932.1793063618,5342889.620508256,kb07_10,3.6785690784454346,0.4058344066143036,-0.24375875294208527,7.971916198730469,204.0,0.023011445999145508,0.01721108704805374,2.6577461,16.294836044311523,5.0
754932.2489163673,5342889.620508256,kb07_10,3.663599967956543,0.3521271049976349,-0.24375875294208527,8.022672653198242,211.0,0.026946067810058594,0.01787615939974785,2.6627163,16.255983352661133,5.0
754932.318526373,5342889.620508256,kb07_10,3.6565959453582764,0.727482795715332,-0.24375875294208527,7.253172397613525,219.0,0.021985530853271484,0.01843223348259926,2.6636328,16.217336654663086,5.0
754932.3881363783,5342889.620508256,kb07_10,3.6496224403381348,0.7785334587097168,-0.24375875294208527,7.338304042816162,218.0,0.026975393295288086,0.018042292445898056,2.6665798,16.17784881591797,5.0
754932.4577463836,5342889.620508256,kb07_10,3.645639419555664,1.3305118083953857,-0.23469902575016022,8.21251392364502,205.0,0.021008968353271484,0.01762024313211441,2.6695765,16.136611938476562,5.0
754932.5273563891,5342889.620508256,kb07_10,3.6546571254730225,0.8130626678466797,-0.23469902575016022,9.248785972595215,201.0,0.028975248336791992,0.01737779751420021,2.6702861,16.09557342529297,5.0
754932.5969663947,5342889.620508256,kb07_10,3.644662380218506,0.14268766343593597,-0.23469902575016022,10.680109024047852,203.0,0.0529789924621582,0.017019882798194885,2.6709957,16.05472755432129,5.0
754932.6665764,5342889.620508256,kb07_10,3.6016781330108643,2.513484477996826,-0.23469902575016022,11.66996955871582,212.0,0.0580286979675293,0.016273854300379753,2.6709957,16.014081954956055,5.0
754932.7361864053,5342889.620508256,kb07_10,3.6597068309783936,2.9715781211853027,-0.23469902575016022,10.71735954284668,219.0,0.0690300464630127,0.015081378631293774,2.6717053,15.973637580871582,5.0
754932.8057964109,5342889.620508256,kb07_10,3.670708179473877,2.700413227081299,-0.23469902575016022,10.3374605178833,219.0,0.021023273468017578,0.014451663941144943,2.6731245,15.933392524719238,5.0
754932.8754064164,5342889.620508256,kb07_10,3.6637346744537354,0.47974181175231934,-0.23469902575016022,9.750800132751465,215.0,0.024976015090942383,0.014686143957078457,2.6738109,15.893351554870605,5.0
754932.9450164217,5342889.620508256,kb07_10,3.6497421264648438,0.6278591752052307,-0.23469902575016022,9.306007385253906,209.0,0.036954641342163086,0.015465312637388706,2.6744845,15.853514671325684,5.0
754933.0146264273,5342889.620508256,kb07_10,3.637763500213623,1.1077442169189453,-0.23469902575016022,8.934001922607422,207.0,0.04099774360656738,0.016291121020913124,2.6751581,15.813884735107422,5.0
754932.1096963566,5342889.550898263,kb07_10,3.6585638523101807,2.3165395259857178,-0.24375875294208527,7.540065288543701,191.0,0.048021793365478516,0.017645906656980515,2.6518015,16.276390075683594,5.0
754932.1793063618,5342889.550898263,kb07_10,3.66556715965271,1.8923813104629517,-0.24375875294208527,7.747805118560791,203.0,0.03900408744812012,0.017288416624069214,2.6617998,16.237194061279297,5.0
754932.2489163673,5342889.550898263,kb07_10,3.6655821800231934,2.5027287006378174,-0.24375875294208527,7.7317681312561035,213.0,0.02499675750732422,0.018392736092209816,2.6627163,16.198204040527344,5.0
754932.318526373,5342889.550898263,kb07_10,3.6666042804718018,1.171702265739441,-0.24375875294208527,7.872983455657959,211.0,0.026990175247192383,0.018960032612085342,2.6636328,16.1594181060791,5.0
754932.3881363783,5342889.550898263,kb07_10,3.660637855529785,0.7880285382270813,-0.24375875294208527,7.874536037445068,202.0,0.030973196029663086,0.017790067940950394,2.6665798,16.120840072631836,5.0
754932.4577463836,5342889.550898263,kb07_10,3.6526265144348145,0.45128801465034485,-0.23469902575016022,8.405267715454102,199.0,0.028961896896362305,0.017255887389183044,2.6705759,16.08051300048828,5.0
754932.5273563891,5342889.550898263,kb07_10,3.647667169570923,0.5604060888290405,-0.23469902575016022,10.050040245056152,204.0,0.021973133087158203,0.01687922328710556,2.6735742,16.03932762145996,5.0
754932.5969663947,5342889.550898263,kb07_10,3.6396560668945312,0.1118105798959732,-0.23469902575016022,10.9248046875,215.0,0.0529789924621582,0.01657755859196186,2.6742838,15.99834156036377,5.0
754932.6665764,5342889.550898263,kb07_10,3.6196820735931396,2.3618125915527344,-0.23469902575016022,11.433548927307129,220.0,0.0580286979675293,0.016268642619252205,2.6742838,15.957551956176758,5.0
754932.7361864053,5342889.550898263,kb07_10,3.652686357498169,3.0758228302001953,-0.23469902575016022,11.136283874511719,225.0,0.0690300464630127,0.015176310203969479,2.6749934,15.916962623596191,5.0
754932.8057964109,5342889.550898263,kb07_10,3.6637182235717773,2.4032723903656006,-0.23469902575016022,10.181007385253906,228.0,0.032044410705566406,0.014381078071892262,2.6764126,15.876574516296387,5.0
754932.8754064164,5342889.550898263,kb07_10,3.6717288494110107,1.3146721124649048,-0.23469902575016022,9.236445426940918,229.0,0.025010347366333008,0.015040854923427105,2.677099,15.836389541625977,5.0
754932.9450164217,5342889.550898263,kb07_10,3.662741184234619,0.6903500556945801,-0.23469902575016022,8.992281913757324,213.0,0.033965349197387695,0.016048358753323555,2.6777726,15.796409606933594,5.0
754933.0146264273,5342889.550898263,kb07_10,3.6637630462646484,1.2803845405578613,-0.23469902575016022,8.900928497314453,203.0,0.02599954605102539,0.01597357541322708,2.6784462,15.756634712219238,5.0
754933.0842364327,5342889.550898263,kb07_10,3.660787343978882,0.9870813488960266,-0.23469902575016022,8.281695365905762,205.0,0.035979270935058594,0.014862291514873505,2.6791197,15.717068672180176,5.0
754933.1538464382,5342889.550898263,kb07_10,3.6478018760681152,0.6985135078430176,-0.23469902575016022,7.334231853485107,202.0,0.03300356864929199,0.01482947077602148,2.6797933,15.67771053314209,5.0
754931.9704763457,5342889.481288271,kb07_10,3.6245357990264893,2.4576752185821533,-0.24375875294208527,7.27004337310791,195.0,0.030031681060791016,0.016761545091867447,2.6508869,16.29825782775879,5.0
754932.0400863511,5342889.481288271,kb07_10,3.6335535049438477,2.5800604820251465,-0.24375875294208527,7.252566337585449,194.0,0.036043643951416016,0.017430070787668228,2.6508869,16.25851821899414,5.0
754932.1096963566,5342889.481288271,kb07_10,3.642571210861206,2.4495251178741455,-0.24375875294208527,7.376150608062744,200.0,0.035005807876586914,0.0175706185400486,2.6559169,16.21898078918457,5.0
754932.1793063618,5342889.481288271,kb07_10,3.6535723209381104,2.5032639503479004,-0.24375875294208527,7.14493989944458,213.0,0.029024362564086914,0.017402654513716698,2.6617998,16.179645538330078,5.0
754932.2489163673,5342889.481288271,kb07_10,3.6646041870117188,3.0219054222106934,-0.24375875294208527,7.788373947143555,211.0,0.0350337028503418,0.0180614423006773,2.6627163,16.14051628112793,5.0
754932.318526373,5342889.481288271,kb07_10,3.676612615585327,2.042118787765503,-0.24375875294208527,7.6901936531066895,205.0,0.0179898738861084,0.01876012049615383,2.6636328,16.101591110229492,5.0
754932.3881363783,5342889.481288271,kb07_10,3.6706156730651855,0.5706879496574402,-0.24375875294208527,7.4808268547058105,204.0,0.025968313217163086,0.01770724169909954,2.6665798,16.062875747680664,5.0
754932.4577463836,5342889.481288271,kb07_10,3.65762996673584,0.22086718678474426,-0.23469902575016022,8.66733455657959,206.0,0.035979509353637695,0.01686769537627697,2.6705759,16.02436637878418,5.0
754932.5273563891,5342889.481288271,kb07_10,3.6416537761688232,0.19397582113742828,-0.23469902575016022,10.135387420654297,209.0,0.0379643440246582,0.01659867726266384,2.674572,15.983189582824707,5.0
754932.5969663947,5342889.481288271,kb07_10,3.6356568336486816,0.48777174949645996,-0.23469902575016022,11.124913215637207,205.0,0.027985095977783203,0.016335174441337585,2.6775719,15.942057609558105,5.0
754932.6665764,5342889.481288271,kb07_10,3.63368821144104,2.518423080444336,-0.23469902575016022,11.456229209899902,209.0,0.0330042839050293,0.016160042956471443,2.6775719,15.901124000549316,5.0
754932.7361864053,5342889.481288271,kb07_10,3.6396844387054443,2.6799635887145996,-0.23469902575016022,10.999998092651367,219.0,0.044036149978637695,0.015577918849885464,2.6782815,15.860390663146973,5.0
