x,y,name,ddem,fa,lateral,lisd,rgb,tr,tri,velo,wa,class
755651.2505825448,5344636.4136466235,kb08_10,1.573791265487671,0.045888546854257584,0.25067949295043945,34.5329475402832,180.0,0.0008989572525024414,0.00035750059760175645,1.5794587,1.870424747467041,2.5
755651.3201925503,5344636.4136466235,kb08_10,1.5729038715362549,0.045888546854257584,0.2506779730319977,32.28956604003906,171.0,0.0008989572525024414,0.00036457995884120464,1.5794587,1.8218680620193481,2.5
755651.3898025554,5344636.4136466235,kb08_10,1.5730235576629639,0.250942587852478,0.25067660212516785,30.745668411254883,182.0,0.0008932352066040039,0.00035529345041140914,1.5856225,1.7719813585281372,2.5
755651.4594125611,5344636.4136466235,kb08_10,1.5731432437896729,3.0598247051239014,0.2505405843257904,30.891651153564453,192.0,0.0004671812057495117,0.0003378885448910296,1.5917863,1.7234625816345215,2.5
755651.5290225665,5344636.4136466235,kb08_10,1.5732629299163818,3.0598247051239014,0.25000324845314026,31.318557739257812,156.0,0.0004671812057495117,0.0003138492756988853,1.5979501,1.6735378503799438,2.5
755651.5986325719,5344636.4136466235,kb08_10,1.5733827352523804,0.250942587852478,0.24946583807468414,30.406482696533203,113.0,0.0008932352066040039,0.000327373476466164,1.6041139,1.6735378503799438,2.5
755651.6682425773,5344636.4136466235,kb08_10,1.5735024213790894,0.045888546854257584,0.24892833828926086,29.088315963745117,103.0,0.0008989572525024414,0.00034813437378033996,1.6102777,1.57509446144104,2.5
755651.7378525827,5344636.4136466235,kb08_10,1.5726150274276733,0.4015849828720093,0.24839076399803162,25.179479598999023,103.0,0.0010186433792114258,0.0003503815096337348,1.6164415,1.526666522026062,2.5
755651.0417525284,5344636.344036624,kb08_10,1.573546051979065,3.0577170848846436,0.25155946612358093,26.46502113342285,95.0,0.0004671812057495117,0.0003289722080808133,1.5493887,2.0472915172576904,2.5
755651.1113625338,5344636.344036624,kb08_10,1.573665738105774,0.2527669668197632,0.25155794620513916,29.69253158569336,109.0,0.0008932352066040039,0.0003404528833925724,1.5555525,2.007859468460083,2.5
755651.1809725394,5344636.344036624,kb08_10,1.5737855434417725,0.045888546854257584,0.2515564262866974,32.1045036315918,139.0,0.0008989572525024414,0.0003602118231356144,1.5617163,1.9688681364059448,2.5
