0,1,2,3
0.0,0.0,0.6594202898550725,0.7963224893917963
0.0,0.0,0.0,1.0
0.0,0.26862745098039215,0.28,1.0
0.0,0.0,0.24100719424460432,1.0
0.0,0.33170731707317075,0.0,1.0
0.0,1.0,0.0,1.0
0.0,0.0,0.7405405405405405,1.0
0.0,0.32867132867132864,0.0,1.0
0.0,0.0,0.33495145631067963,1.0
0.0,0.24436741767764297,1.0,1.0
0.08904109589041095,0.0,0.0,0.9895287958115183
0.0,0.24862888482632542,0.0,1.0
0.0,0.29718004338394793,0.0,1.0
0.0,0.48014440433212996,0.0,0.6729191090269636
0.0,0.3333333333333333,0.0,1.0
0.0,0.24862888482632542,0.0,1.0
0.34360189573459715,0.0,0.0,1.0
0.0,0.33651551312649164,0.0,1.0
0.0,0.7303370786516854,0.5017182130584192,1.0
0.0,0.0,0.4990990990990991,1.0
