x,y,name,ddem,green,lateral,longitudinal,rgb,tri,vari,wa,class
761964.5991257748,5348464.406708236,kb1902_01,3.0010454654693604,248.0,-0.0488031804561615,0.9988079071044922,246.0,0.020765753462910652,56.95435333251953,2.023484945297241,2.0
761964.6687357802,5348464.406708236,kb1902_01,2.9900174140930176,246.0,-0.048655085265636444,0.99881511926651,244.0,0.020765753462910652,75.63732147216797,1.9614709615707397,2.0
761964.7383457858,5348464.406708236,kb1902_01,2.98701548576355,239.0,-0.04850699007511139,0.9988223314285278,237.0,0.020765753462910652,83.84999084472656,1.8999831676483154,2.0
761964.8079557912,5348464.406708236,kb1902_01,2.988011360168457,233.0,-0.048358891159296036,0.9988295435905457,232.0,0.020765753462910652,112.53327941894531,1.8390746116638184,2.0
761964.8775657966,5348464.406708236,kb1902_01,2.98000431060791,235.0,-0.04821079224348068,0.9988366961479187,235.0,0.020765753462910652,136.64198303222656,1.7788045406341553,2.0
761964.9471758018,5348464.406708236,kb1902_01,2.9729628562927246,239.0,-0.04806269332766533,0.9988438487052917,239.0,0.020765753462910652,152.5293731689453,1.7192400693893433,2.0
761965.0167858074,5348464.406708236,kb1902_01,2.9729628562927246,242.0,-0.04791459068655968,0.99885094165802,241.0,0.020765753462910652,129.50677490234375,1.6604576110839844,2.0
761964.5295157696,5348464.337098233,kb1902_01,3.003868818283081,250.0,-0.048832621425390244,0.9988064765930176,247.0,0.020765753462910652,52.059051513671875,2.055558681488037,2.0
761964.5991257748,5348464.337098233,kb1902_01,3.0008668899536133,244.0,-0.04868452623486519,0.9988136887550354,241.0,0.020765753462910652,60.08100509643555,1.9933271408081055,2.0
761964.6687357802,5348464.337098233,kb1902_01,2.9888317584991455,237.0,-0.048536431044340134,0.9988209009170532,235.0,0.020765753462910652,87.6673355102539,1.9303443431854248,2.0
761964.7383457858,5348464.337098233,kb1902_01,2.9878439903259277,236.0,-0.04838833212852478,0.998828113079071,235.0,0.020765753462910652,95.23895263671875,1.8678323030471802,2.0
761964.8079557912,5348464.337098233,kb1902_01,2.986825704574585,232.0,-0.04824023321270943,0.9988352656364441,232.0,0.020765753462910652,105.8738784790039,1.8058395385742188,2.0
761964.8775657966,5348464.337098233,kb1902_01,2.978818893432617,229.0,-0.048092134296894073,0.9988424181938171,229.0,0.020765753462910652,113.6593246459961,1.7444216012954712,2.0
761964.9471758018,5348464.337098233,kb1902_01,2.9727842807769775,234.0,-0.04794403165578842,0.9988495111465454,234.0,0.020765753462910652,112.96269226074219,1.6836413145065308,2.0
