x,y,name,ddem,green,lateral,longitudinal,rgb,tri,vari,wa,class
755625.14679864,5344662.377975,kb08_1,2.612828254699707,120.0,0.2878306210041046,0.9576889276504517,102.0,0.016592562198638916,94.45738220214844,5.0,1.0
755625.2164086411,5344662.377975,kb08_1,2.613978862762451,126.0,0.2873569130897522,0.9578311443328857,109.0,0.016592562198638916,88.82244873046875,4.242640495300293,1.0
755625.286018642,5344662.377975,kb08_1,2.6162490844726562,130.0,0.28696051239967346,0.9579499363899231,114.0,0.016592562198638916,62.43238830566406,4.242640495300293,1.0
755625.3556286433,5344662.377975,kb08_1,2.6162490844726562,122.0,0.2867523729801178,0.9580122828483582,109.0,0.016592562198638916,44.30585861206055,4.242640495300293,1.0
755625.4252386444,5344662.377975,kb08_1,2.6173994541168213,106.0,0.2865440249443054,0.9580746293067932,92.0,0.016592562198638916,44.98374938964844,4.242640495300293,1.0
755625.4948486453,5344662.377975,kb08_1,2.6185500621795654,112.0,0.286335825920105,0.9581368565559387,98.0,0.016592562198638916,45.8976936340332,4.242640495300293,1.0
755625.0075786379,5344662.308365,kb08_1,2.601661205291748,116.0,0.2883545756340027,0.9575312733650208,100.0,0.016592562198638916,79.7315444946289,5.0,1.0
755625.0771886389,5344662.308365,kb08_1,2.602811574935913,120.0,0.28788092732429504,0.9576737880706787,104.0,0.016592562198638916,116.13627624511719,5.0,1.0
755625.14679864,5344662.308365,kb08_1,2.607959747314453,128.0,0.2874072194099426,0.9578160643577576,113.0,0.016592562198638916,114.69271087646484,5.0,1.0
755625.2164086411,5344662.308365,kb08_1,2.6110939979553223,134.0,0.2871576249599457,0.9578909277915955,121.0,0.016592562198638916,75.840576171875,4.242640495300293,1.0
755625.286018642,5344662.308365,kb08_1,2.6133947372436523,131.0,0.28694948554039,0.9579532742500305,121.0,0.016592562198638916,49.740203857421875,4.242640495300293,1.0
755625.3556286433,5344662.308365,kb08_1,2.6133947372436523,115.0,0.2867411673069,0.9580156207084656,105.0,0.016592562198638916,48.14690399169922,4.242640495300293,1.0
755625.4252386444,5344662.308365,kb08_1,2.6145453453063965,110.0,0.28653281927108765,0.9580779671669006,97.0,0.016592562198638916,50.79344177246094,4.242640495300293,1.0
755625.4948486453,5344662.308365,kb08_1,2.6156651973724365,115.0,0.2863246500492096,0.9581401944160461,100.0,0.016592562198638916,58.529964447021484,4.242640495300293,1.0
755625.5644586465,5344662.308365,kb08_1,2.6168155670166016,123.0,0.28611627221107483,0.9582024216651917,107.0,0.016592562198638916,84.93000793457031,4.242640495300293,1.0
755624.9379686369,5344662.238755,kb08_1,2.616668939590454,114.0,0.2884048819541931,0.9575161337852478,100.0,0.016592562198638916,76.87510681152344,5.0,1.0
755625.0075786379,5344662.238755,kb08_1,2.614798069000244,115.0,0.2879312336444855,0.9576586484909058,101.0,0.016592562198638916,88.16431427001953,5.0,1.0
755625.0771886389,5344662.238755,kb08_1,2.609966993331909,119.0,0.28756284713745117,0.9577693343162537,105.0,0.016592562198638916,102.7834701538086,5.0,1.0
755625.14679864,5344662.238755,kb08_1,2.6051056385040283,127.0,0.2873547375202179,0.9578317999839783,113.0,0.016592562198638916,77.8205795288086,5.0,1.0
